sort_order,namespace,object_id,property_path,value_type,unit,source_sheet,source_cell,required,include_runtime,notes_ru
1381,action,gorilla_wall_breaker,block_reduction_fp,int,,Actions,AM29,1,1,Источник Actions.Block Reduction FP
1382,action,gorilla_wall_breaker,dodge_base_chance_fp,int,,Actions,AN29,1,1,Источник Actions.Dodge Base Chance FP
1383,action,gorilla_wall_breaker,movement_mode,string,,Actions,AO29,1,1,Источник Actions.Movement Mode
1384,action,gorilla_wall_breaker,move_distance,int,,Actions,AP29,1,1,Источник Actions.Move Distance
1385,action,gorilla_wall_breaker,base_stagger,int,,Actions,AQ29,1,1,Источник Actions.Base Stagger
1386,action,gorilla_wall_breaker,base_stun_ticks,int,,Actions,AR29,1,1,Источник Actions.Base Stun Ticks
1387,action,gorilla_wall_breaker,base_knockback,int,,Actions,AS29,1,1,Источник Actions.Base Knockback
1388,action,gorilla_wall_breaker,knockback_min,int,,Actions,AT29,1,1,Источник Actions.Knockback Min
1389,action,gorilla_wall_breaker,knockback_max,int,,Actions,AU29,1,1,Источник Actions.Knockback Max
1390,action,gorilla_wall_breaker,wall_damage_per_unit_fp,int,,Actions,AV29,1,1,Источник Actions.Wall Damage / Unit FP
1391,action,gorilla_wall_breaker,wall_damage_min,int,,Actions,AW29,1,1,Источник Actions.Wall Damage Min
1392,action,gorilla_wall_breaker,wall_damage_max,int,,Actions,AX29,1,1,Источник Actions.Wall Damage Max
1393,action,gorilla_wall_breaker,max_consecutive_uses,int,,Actions,AY29,1,1,Источник Actions.Max Consecutive Uses
1394,action,gorilla_wall_breaker,opportunity_cap_fp,int,,Actions,AZ29,1,1,Источник Actions.Opportunity Cap FP
1395,action,gorilla_wall_breaker,hard_opportunity_misses,int,,Actions,BA29,1,1,Источник Actions.Hard Opportunity Misses
1396,passive,bear_thick_hide,passive_id,string,,Passives,A6,1,1,Источник Passives.Passive ID
1397,passive,bear_thick_hide,animal_id,string,,Passives,B6,1,1,Источник Passives.Animal ID
1398,passive,bear_thick_hide,trigger,string,,Passives,D6,1,1,Источник Passives.Trigger
1399,passive,bear_thick_hide,conditions,string,,Passives,E6,1,1,Источник Passives.Conditions
1400,passive,bear_thick_hide,effect_id,string,,Passives,F6,0,1,Источник Passives.Effect ID
1401,passive,bear_thick_hide,modifier_stat1,string,,Passives,G6,1,1,Источник Passives.Modifier Stat 1
1402,passive,bear_thick_hide,operation1,string,,Passives,H6,1,1,Источник Passives.Operation 1
1403,passive,bear_thick_hide,value1,int,,Passives,I6,1,1,Источник Passives.Value 1
1404,passive,bear_thick_hide,modifier_stat2,string,,Passives,J6,1,1,Источник Passives.Modifier Stat 2
1405,passive,bear_thick_hide,operation2,string,,Passives,K6,1,1,Источник Passives.Operation 2
1406,passive,bear_thick_hide,value2,int,,Passives,L6,1,1,Источник Passives.Value 2
1407,passive,bear_thick_hide,duration_ticks,int,,Passives,M6,1,1,Источник Passives.Duration Ticks
1408,passive,bear_thick_hide,internal_cooldown_ticks,int,,Passives,N6,1,1,Источник Passives.Internal Cooldown Ticks
1409,passive,bear_thick_hide,stack_cap,int,,Passives,O6,1,1,Источник Passives.Stack Cap
1410,passive,bear_thick_hide,max_activations_per_tick,int,,Passives,P6,1,1,Источник Passives.Max Activations / Tick
1411,passive,bear_thick_hide,max_activations_per_battle,int,,Passives,Q6,1,1,Источник Passives.Max Activations / Battle
1412,passive,bear_thick_hide,resource_gain,int,,Passives,R6,1,1,Источник Passives.Resource Gain
1413,passive,bear_thick_hide,weight_multiplier_fp,int,,Passives,S6,1,1,Источник Passives.Weight Multiplier FP
1414,passive,bear_thick_hide,tags,string,,Passives,T6,1,1,Источник Passives.Tags
1415,passive,bear_pressure_fuels_rage,passive_id,string,,Passives,A7,1,1,Источник Passives.Passive ID
1416,passive,bear_pressure_fuels_rage,animal_id,string,,Passives,B7,1,1,Источник Passives.Animal ID
1417,passive,bear_pressure_fuels_rage,trigger,string,,Passives,D7,1,1,Источник Passives.Trigger
1418,passive,bear_pressure_fuels_rage,conditions,string,,Passives,E7,1,1,Источник Passives.Conditions
1419,passive,bear_pressure_fuels_rage,effect_id,string,,Passives,F7,0,1,Источник Passives.Effect ID
1420,passive,bear_pressure_fuels_rage,modifier_stat1,string,,Passives,G7,1,1,Источник Passives.Modifier Stat 1
1421,passive,bear_pressure_fuels_rage,operation1,string,,Passives,H7,1,1,Источник Passives.Operation 1
1422,passive,bear_pressure_fuels_rage,value1,int,,Passives,I7,1,1,Источник Passives.Value 1
1423,passive,bear_pressure_fuels_rage,modifier_stat2,string,,Passives,J7,1,1,Источник Passives.Modifier Stat 2
1424,passive,bear_pressure_fuels_rage,operation2,string,,Passives,K7,1,1,Источник Passives.Operation 2
1425,passive,bear_pressure_fuels_rage,value2,int,,Passives,L7,1,1,Источник Passives.Value 2
1426,passive,bear_pressure_fuels_rage,duration_ticks,int,,Passives,M7,1,1,Источник Passives.Duration Ticks
1427,passive,bear_pressure_fuels_rage,internal_cooldown_ticks,int,,Passives,N7,1,1,Источник Passives.Internal Cooldown Ticks
1428,passive,bear_pressure_fuels_rage,stack_cap,int,,Passives,O7,1,1,Источник Passives.Stack Cap
1429,passive,bear_pressure_fuels_rage,max_activations_per_tick,int,,Passives,P7,1,1,Источник Passives.Max Activations / Tick
1430,passive,bear_pressure_fuels_rage,max_activations_per_battle,int,,Passives,Q7,1,1,Источник Passives.Max Activations / Battle
1431,passive,bear_pressure_fuels_rage,resource_gain,int,,Passives,R7,1,1,Источник Passives.Resource Gain
1432,passive,bear_pressure_fuels_rage,weight_multiplier_fp,int,,Passives,S7,1,1,Источник Passives.Weight Multiplier FP
1433,passive,bear_pressure_fuels_rage,tags,string,,Passives,T7,1,1,Источник Passives.Tags
1434,passive,kangaroo_never_still,passive_id,string,,Passives,A8,1,1,Источник Passives.Passive ID
1435,passive,kangaroo_never_still,animal_id,string,,Passives,B8,1,1,Источник Passives.Animal ID
1436,passive,kangaroo_never_still,trigger,string,,Passives,D8,1,1,Источник Passives.Trigger
1437,passive,kangaroo_never_still,conditions,string,,Passives,E8,1,1,Источник Passives.Conditions
1438,passive,kangaroo_never_still,effect_id,string,,Passives,F8,0,1,Источник Passives.Effect ID
1439,passive,kangaroo_never_still,modifier_stat1,string,,Passives,G8,1,1,Источник Passives.Modifier Stat 1
1440,passive,kangaroo_never_still,operation1,string,,Passives,H8,1,1,Источник Passives.Operation 1
1441,passive,kangaroo_never_still,value1,int,,Passives,I8,1,1,Источник Passives.Value 1
1442,passive,kangaroo_never_still,modifier_stat2,string,,Passives,J8,1,1,Источник Passives.Modifier Stat 2
1443,passive,kangaroo_never_still,operation2,string,,Passives,K8,1,1,Источник Passives.Operation 2
1444,passive,kangaroo_never_still,value2,int,,Passives,L8,1,1,Источник Passives.Value 2
1445,passive,kangaroo_never_still,duration_ticks,int,,Passives,M8,1,1,Источник Passives.Duration Ticks
1446,passive,kangaroo_never_still,internal_cooldown_ticks,int,,Passives,N8,1,1,Источник Passives.Internal Cooldown Ticks
1447,passive,kangaroo_never_still,stack_cap,int,,Passives,O8,1,1,Источник Passives.Stack Cap
1448,passive,kangaroo_never_still,max_activations_per_tick,int,,Passives,P8,1,1,Источник Passives.Max Activations / Tick
1449,passive,kangaroo_never_still,max_activations_per_battle,int,,Passives,Q8,1,1,Источник Passives.Max Activations / Battle
1450,passive,kangaroo_never_still,resource_gain,int,,Passives,R8,1,1,Источник Passives.Resource Gain
1451,passive,kangaroo_never_still,weight_multiplier_fp,int,,Passives,S8,1,1,Источник Passives.Weight Multiplier FP
1452,passive,kangaroo_never_still,tags,string,,Passives,T8,1,1,Источник Passives.Tags
1453,passive,kangaroo_clean_rhythm,passive_id,string,,Passives,A9,1,1,Источник Passives.Passive ID
1454,passive,kangaroo_clean_rhythm,animal_id,string,,Passives,B9,1,1,Источник Passives.Animal ID
1455,passive,kangaroo_clean_rhythm,trigger,string,,Passives,D9,1,1,Источник Passives.Trigger
1456,passive,kangaroo_clean_rhythm,conditions,string,,Passives,E9,1,1,Источник Passives.Conditions
1457,passive,kangaroo_clean_rhythm,effect_id,string,,Passives,F9,0,1,Источник Passives.Effect ID
1458,passive,kangaroo_clean_rhythm,modifier_stat1,string,,Passives,G9,1,1,Источник Passives.Modifier Stat 1
1459,passive,kangaroo_clean_rhythm,operation1,string,,Passives,H9,1,1,Источник Passives.Operation 1
1460,passive,kangaroo_clean_rhythm,value1,int,,Passives,I9,1,1,Источник Passives.Value 1
1461,passive,kangaroo_clean_rhythm,modifier_stat2,string,,Passives,J9,1,1,Источник Passives.Modifier Stat 2
1462,passive,kangaroo_clean_rhythm,operation2,string,,Passives,K9,1,1,Источник Passives.Operation 2
1463,passive,kangaroo_clean_rhythm,value2,int,,Passives,L9,1,1,Источник Passives.Value 2
1464,passive,kangaroo_clean_rhythm,duration_ticks,int,,Passives,M9,1,1,Источник Passives.Duration Ticks
1465,passive,kangaroo_clean_rhythm,internal_cooldown_ticks,int,,Passives,N9,1,1,Источник Passives.Internal Cooldown Ticks
1466,passive,kangaroo_clean_rhythm,stack_cap,int,,Passives,O9,1,1,Источник Passives.Stack Cap
1467,passive,kangaroo_clean_rhythm,max_activations_per_tick,int,,Passives,P9,1,1,Источник Passives.Max Activations / Tick
1468,passive,kangaroo_clean_rhythm,max_activations_per_battle,int,,Passives,Q9,1,1,Источник Passives.Max Activations / Battle
1469,passive,kangaroo_clean_rhythm,resource_gain,int,,Passives,R9,1,1,Источник Passives.Resource Gain
1470,passive,kangaroo_clean_rhythm,weight_multiplier_fp,int,,Passives,S9,1,1,Источник Passives.Weight Multiplier FP
1471,passive,kangaroo_clean_rhythm,tags,string,,Passives,T9,1,1,Источник Passives.Tags
1472,passive,gorilla_territorial_pressure,passive_id,string,,Passives,A10,1,1,Источник Passives.Passive ID
1473,passive,gorilla_territorial_pressure,animal_id,string,,Passives,B10,1,1,Источник Passives.Animal ID
1474,passive,gorilla_territorial_pressure,trigger,string,,Passives,D10,1,1,Источник Passives.Trigger
1475,passive,gorilla_territorial_pressure,conditions,string,,Passives,E10,1,1,Источник Passives.Conditions
1476,passive,gorilla_territorial_pressure,effect_id,string,,Passives,F10,0,1,Источник Passives.Effect ID
1477,passive,gorilla_territorial_pressure,modifier_stat1,string,,Passives,G10,1,1,Источник Passives.Modifier Stat 1
1478,passive,gorilla_territorial_pressure,operation1,string,,Passives,H10,1,1,Источник Passives.Operation 1
1479,passive,gorilla_territorial_pressure,value1,int,,Passives,I10,1,1,Источник Passives.Value 1
1480,passive,gorilla_territorial_pressure,modifier_stat2,string,,Passives,J10,1,1,Источник Passives.Modifier Stat 2
1481,passive,gorilla_territorial_pressure,operation2,string,,Passives,K10,1,1,Источник Passives.Operation 2
1482,passive,gorilla_territorial_pressure,value2,int,,Passives,L10,1,1,Источник Passives.Value 2
1483,passive,gorilla_territorial_pressure,duration_ticks,int,,Passives,M10,1,1,Источник Passives.Duration Ticks
1484,passive,gorilla_territorial_pressure,internal_cooldown_ticks,int,,Passives,N10,1,1,Источник Passives.Internal Cooldown Ticks
1485,passive,gorilla_territorial_pressure,stack_cap,int,,Passives,O10,1,1,Источник Passives.Stack Cap
1486,passive,gorilla_territorial_pressure,max_activations_per_tick,int,,Passives,P10,1,1,Источник Passives.Max Activations / Tick
1487,passive,gorilla_territorial_pressure,max_activations_per_battle,int,,Passives,Q10,1,1,Источник Passives.Max Activations / Battle
1488,passive,gorilla_territorial_pressure,resource_gain,int,,Passives,R10,1,1,Источник Passives.Resource Gain
1489,passive,gorilla_territorial_pressure,weight_multiplier_fp,int,,Passives,S10,1,1,Источник Passives.Weight Multiplier FP
1490,passive,gorilla_territorial_pressure,tags,string,,Passives,T10,1,1,Источник Passives.Tags
1491,passive,gorilla_iron_grip,passive_id,string,,Passives,A11,1,1,Источник Passives.Passive ID
1492,passive,gorilla_iron_grip,animal_id,string,,Passives,B11,1,1,Источник Passives.Animal ID
1493,passive,gorilla_iron_grip,trigger,string,,Passives,D11,1,1,Источник Passives.Trigger
1494,passive,gorilla_iron_grip,conditions,string,,Passives,E11,1,1,Источник Passives.Conditions
1495,passive,gorilla_iron_grip,effect_id,string,,Passives,F11,0,1,Источник Passives.Effect ID
1496,passive,gorilla_iron_grip,modifier_stat1,string,,Passives,G11,1,1,Источник Passives.Modifier Stat 1
1497,passive,gorilla_iron_grip,operation1,string,,Passives,H11,1,1,Источник Passives.Operation 1
1498,passive,gorilla_iron_grip,value1,int,,Passives,I11,1,1,Источник Passives.Value 1
1499,passive,gorilla_iron_grip,modifier_stat2,string,,Passives,J11,1,1,Источник Passives.Modifier Stat 2
1500,passive,gorilla_iron_grip,operation2,string,,Passives,K11,1,1,Источник Passives.Operation 2
1501,passive,gorilla_iron_grip,value2,int,,Passives,L11,1,1,Источник Passives.Value 2
1502,passive,gorilla_iron_grip,duration_ticks,int,,Passives,M11,1,1,Источник Passives.Duration Ticks
1503,passive,gorilla_iron_grip,internal_cooldown_ticks,int,,Passives,N11,1,1,Источник Passives.Internal Cooldown Ticks
1504,passive,gorilla_iron_grip,stack_cap,int,,Passives,O11,1,1,Источник Passives.Stack Cap
1505,passive,gorilla_iron_grip,max_activations_per_tick,int,,Passives,P11,1,1,Источник Passives.Max Activations / Tick
1506,passive,gorilla_iron_grip,max_activations_per_battle,int,,Passives,Q11,1,1,Источник Passives.Max Activations / Battle
1507,passive,gorilla_iron_grip,resource_gain,int,,Passives,R11,1,1,Источник Passives.Resource Gain
1508,passive,gorilla_iron_grip,weight_multiplier_fp,int,,Passives,S11,1,1,Источник Passives.Weight Multiplier FP
1509,passive,gorilla_iron_grip,tags,string,,Passives,T11,1,1,Источник Passives.Tags
1510,effect,effect_bear_thick_hide,effect_id,string,,Effects,A6,1,1,Источник Effects.Effect ID
1511,effect,effect_bear_thick_hide,duration_ticks,int,,Effects,C6,1,1,Источник Effects.Duration Ticks
1512,effect,effect_bear_thick_hide,expiry_boundary,string,,Effects,D6,1,1,Источник Effects.Expiry Boundary
1513,effect,effect_bear_thick_hide,stack_group,string,,Effects,E6,1,1,Источник Effects.Stack Group
1514,effect,effect_bear_thick_hide,stack_policy,string,,Effects,F6,1,1,Источник Effects.Stack Policy
1515,effect,effect_bear_thick_hide,stack_cap,int,,Effects,G6,1,1,Источник Effects.Stack Cap
1516,effect,effect_bear_thick_hide,compare_key,string,,Effects,H6,1,1,Источник Effects.Compare Key
1517,effect,effect_bear_thick_hide,modifier_stat1,string,,Effects,I6,1,1,Источник Effects.Modifier Stat 1
1518,effect,effect_bear_thick_hide,operation1,string,,Effects,J6,1,1,Источник Effects.Operation 1
1519,effect,effect_bear_thick_hide,value1,int,,Effects,K6,1,1,Источник Effects.Value 1
1520,effect,effect_bear_thick_hide,modifier_stat2,string,,Effects,L6,0,1,Источник Effects.Modifier Stat 2
1521,effect,effect_bear_thick_hide,operation2,string,,Effects,M6,0,1,Источник Effects.Operation 2
1522,effect,effect_bear_thick_hide,value2,int,,Effects,N6,0,1,Источник Effects.Value 2
1523,effect,effect_bear_thick_hide,tags,string,,Effects,O6,1,1,Источник Effects.Tags
1524,effect,effect_bear_thick_hide,max_activations_per_tick,int,,Effects,P6,1,1,Источник Effects.Max Activations / Tick
1525,effect,effect_bear_thick_hide,max_activations_per_battle,int,,Effects,Q6,1,1,Источник Effects.Max Activations / Battle
1526,effect,effect_bear_thick_hide,internal_cooldown_ticks,int,,Effects,R6,1,1,Источник Effects.Internal Cooldown Ticks
